timestamp,source,identifier,title,score,details_json,description
2025-10-29T19:50:11.682600,github,https://github.com/pollen-robotics/reachy_mini_conversation_app,pollen-robotics/reachy_mini_conversation_app,5,"{""ci"": true, ""dashboard"": true, ""api"": true, ""ws"": false, ""mujoco"": true, ""emotion"": true}",Talk with Reachy Mini!
2025-10-29T19:50:11.682600,github,https://github.com/arkalia-luna-system/bbia-sim,arkalia-luna-system/bbia-sim,5,"{""ci"": true, ""dashboard"": true, ""api"": true, ""ws"": true, ""mujoco"": true, ""emotion"": true}","🤖 Moteur cognitif robot émotionnel Reachy Mini — IA, audio, voix Amélie, vision 📱 Python 100%, simulation stable, tests complets 🧠 Modules: réveil, émotions, capteurs 🎤 MIT license, docs pro"
2025-10-29T19:50:11.682600,github,https://github.com/pollen-robotics/reachy_mini,pollen-robotics/reachy_mini,4,"{""ci"": true, ""dashboard"": true, ""api"": true, ""ws"": true, ""mujoco"": true, ""emotion"": false}",Reachy Mini's SDK
2025-10-29T19:50:11.682600,github,https://github.com/lidejieZQ/ReachyMini,lidejieZQ/ReachyMini,3,"{""ci"": true, ""dashboard"": true, ""api"": true, ""ws"": true, ""mujoco"": false, ""emotion"": false}","Reachy Mini Robot Control System - A modern robot control platform with Python backend, Rust core, and React frontend"
2025-10-29T19:50:11.682600,github,https://github.com/LAURA-agent/reachy_mini_dancer,LAURA-agent/reachy_mini_dancer,3,"{""ci"": false, ""dashboard"": false, ""api"": true, ""ws"": false, ""mujoco"": true, ""emotion"": true}",A desktop viewer with daemon UI and choreography system
2025-10-29T19:50:11.682600,github,https://github.com/lucarp/reachy-mini,lucarp/reachy-mini,3,"{""ci"": false, ""dashboard"": false, ""api"": true, ""ws"": true, ""mujoco"": true, ""emotion"": true}",
2025-10-29T19:50:11.682600,github,https://github.com/chelleboyer/reachy-recognizer,chelleboyer/reachy-recognizer,2,"{""ci"": false, ""dashboard"": false, ""api"": true, ""ws"": false, ""mujoco"": true, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/pollen-robotics/reachy_mini_app_example,pollen-robotics/reachy_mini_app_example,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/8bitkick/reachy_mini_3d_web_viz,8bitkick/reachy_mini_3d_web_viz,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/pollen-robotics/Reachy_Mini_Apps,pollen-robotics/Reachy_Mini_Apps,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/fffiloni/reachy-mini-doll,fffiloni/reachy-mini-doll,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/darlenegarcia/reachy_mini_app_example,darlenegarcia/reachy_mini_app_example,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/starlit-cat/reachy_mini_app_demo,starlit-cat/reachy_mini_app_demo,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/pollen-robotics/reachy_mini_tools,pollen-robotics/reachy_mini_tools,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,huggingface,https://huggingface.co/spaces/pollen-robotics/reachy_mini_greetings,pollen-robotics/reachy_mini_greetings,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,github,https://github.com/ElGrorg/dance-dance-reachy,ElGrorg/dance-dance-reachy,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,github,https://github.com/joshika-7/talking-reachy,joshika-7/talking-reachy,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",Backend source code for a robot you can talk to !
2025-10-29T19:50:11.682600,github,https://github.com/mohankumargupta/reachyminidemo,mohankumargupta/reachyminidemo,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:50:11.682600,github,https://github.com/pollen-robotics/reachy_mini_stl_convexify,pollen-robotics/reachy_mini_stl_convexify,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,github,https://github.com/pollen-robotics/reachy_mini,pollen-robotics/reachy_mini,1,"{""ci"": true, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false, ""tests"": false, ""docker"": false, ""topic_reachy_mini"": false}",Reachy Mini's SDK
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/pollen-robotics/reachy_mini_app_example,pollen-robotics/reachy_mini_app_example,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/8bitkick/reachy_mini_3d_web_viz,8bitkick/reachy_mini_3d_web_viz,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/pollen-robotics/Reachy_Mini_Apps,pollen-robotics/Reachy_Mini_Apps,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/fffiloni/reachy-mini-doll,fffiloni/reachy-mini-doll,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/darlenegarcia/reachy_mini_app_example,darlenegarcia/reachy_mini_app_example,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/starlit-cat/reachy_mini_app_demo,starlit-cat/reachy_mini_app_demo,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/pollen-robotics/reachy_mini_tools,pollen-robotics/reachy_mini_tools,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,huggingface,https://huggingface.co/spaces/pollen-robotics/reachy_mini_greetings,pollen-robotics/reachy_mini_greetings,1,"{""ci"": false, ""dashboard"": true, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false}",
2025-10-29T19:52:02.383209,github,https://github.com/pollen-robotics/reachy_mini_conversation_app,pollen-robotics/reachy_mini_conversation_app,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false, ""tests"": false, ""docker"": false, ""topic_reachy_mini"": false}",Talk with Reachy Mini!
2025-10-29T19:52:02.383209,github,https://github.com/arkalia-luna-system/bbia-sim,arkalia-luna-system/bbia-sim,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false, ""tests"": false, ""docker"": false, ""topic_reachy_mini"": false}","🤖 Moteur cognitif robot émotionnel Reachy Mini — IA, audio, voix Amélie, vision 📱 Python 100%, simulation stable, tests complets 🧠 Modules: réveil, émotions, capteurs 🎤 MIT license, docs pro"
2025-10-29T19:52:02.383209,github,https://github.com/lidejieZQ/ReachyMini,lidejieZQ/ReachyMini,0,"{""ci"": false, ""dashboard"": false, ""api"": false, ""ws"": false, ""mujoco"": false, ""emotion"": false, ""tests"": false, ""docker"": false, ""topic_reachy_mini"": false}","Reachy Mini Robot Control System - A modern robot control platform with Python backend, Rust core, and React frontend"
